date,open,high,low,close,Volume USD
2017-01-01 00:00:00,966.34,966.99,964.6,966.6,99037.0779968264
2017-01-01 01:00:00,966.6,966.6,962.54,963.87,143648.4396415033
2017-01-01 02:00:00,964.35,965.75,961.99,963.97,90879.2087971836
2017-01-01 03:00:00,963.97,964.71,960.53,962.83,74640.37312123661
2017-01-01 04:00:00,960.61,963.64,960.6,963.46,45056.6994207375
2017-01-01 05:00:00,963.46,964.0,962.8,964.0,51573.2291205602
2017-01-01 06:00:00,963.74,964.99,963.74,964.76,25539.0929182898
2017-01-01 07:00:00,964.76,964.98,964.76,964.96,6131.595720802801
2017-01-01 08:00:00,964.96,964.99,964.96,964.98,29897.6448631295
2017-01-01 09:00:00,964.98,965.62,964.98,965.6,47475.5418996896
2017-01-01 10:00:00,965.6,974.77,965.01,973.98,334480.1872809479
2017-01-01 11:00:00,973.98,975.0,970.72,974.92,353551.3199539745
2017-01-01 12:00:00,975.0,975.8,972.5,972.5,207670.5601302363
2017-01-01 13:00:00,972.51,974.09,972.5,974.09,40348.1495983361
2017-01-01 14:00:00,974.1,976.0,973.2,975.85,165173.9967260632
2017-01-01 15:00:00,975.85,977.92,974.62,976.71,240379.0386680047
2017-01-01 16:00:00,976.71,992.99,976.22,992.99,1240763.618074393
2017-01-01 17:00:00,992.98,994.12,981.57,990.81,404030.68242640625
2017-01-01 18:00:00,990.81,998.0,990.81,996.22,406894.0102858438
2017-01-01 19:00:00,996.53,997.03,992.49,997.03,255464.2150683466
2017-01-01 20:00:00,996.01,1001.64,996.0,999.95,1359192.3923841836
2017-01-01 21:00:00,996.29,1003.97,996.29,1002.99,449236.3929945166
2017-01-01 22:00:00,1002.99,1004.88,1000.0,1002.5,312891.5454531637
2017-01-01 23:00:00,1002.5,1005.0,994.39,997.75,381981.15257303533
2017-01-02 00:00:00,997.75,999.89,996.89,997.69,128882.7052432731
2017-01-02 01:00:00,997.69,998.46,997.68,998.46,78014.8078975545
2017-01-02 02:00:00,998.46,1005.0,998.44,1005.0,578391.9569052941
2017-01-02 03:00:00,1004.99,1005.75,1004.55,1005.75,167298.7614479214
2017-01-02 04:00:00,1005.66,1005.73,1003.55,1005.73,149144.328402398
2017-01-02 05:00:00,1005.48,1005.8,1003.2,1003.2,70612.1365978226
2017-01-02 06:00:00,1003.2,1005.0,1002.8,1005.0,73272.0562338579
2017-01-02 07:00:00,1005.0,1005.95,1004.76,1005.59,75167.551789021
2017-01-02 08:00:00,1005.59,1006.53,1004.94,1006.08,189534.8899233189
2017-01-02 09:00:00,1006.49,1015.0,1006.06,1014.99,775871.537471466
2017-01-02 10:00:00,1014.99,1024.0,1014.59,1020.0,539595.2591268517
2017-01-02 11:00:00,1020.0,1024.92,1015.98,1024.92,669962.6792266313
2017-01-02 12:00:00,1024.92,1025.0,1020.55,1024.96,165748.39537532392
2017-01-02 13:00:00,1022.97,1024.99,998.72,1015.4,803705.673050297
2017-01-02 14:00:00,1015.41,1024.89,1013.23,1022.5,287362.9302898363
2017-01-02 15:00:00,1022.5,1030.0,1021.88,1026.65,421990.865349846
2017-01-02 16:00:00,1026.65,1032.0,1025.5,1025.7,459769.5352661889
2017-01-02 17:00:00,1025.7,1025.7,1022.0,1022.0,227898.9762870721
2017-01-02 18:00:00,1022.0,1023.89,1010.0,1012.99,369758.4852586106
2017-01-02 19:00:00,1012.94,1014.88,1009.12,1009.88,506990.8879244087
2017-01-02 20:00:00,1009.88,1013.5,990.01,1013.5,761034.5928950238
2017-01-02 21:00:00,1014.07,1018.84,1008.49,1012.5,233326.0535009985
2017-01-02 22:00:00,1012.0,1017.77,1011.97,1016.8,381302.7121077667
2017-01-02 23:00:00,1016.8,1016.8,1011.25,1012.54,161393.01559562839
2017-01-03 00:00:00,1011.44,1020.0,1011.43,1019.24,289488.5310211039
2017-01-03 01:00:00,1019.24,1024.99,1018.71,1024.94,198950.59906890529
2017-01-03 02:00:00,1024.94,1029.92,999.99,1014.56,1529091.744016588
2017-01-03 03:00:00,1014.56,1023.93,1014.56,1023.5,190578.0813604597
2017-01-03 04:00:00,1023.0,1024.96,1023.0,1023.57,102307.7306293825
2017-01-03 05:00:00,1023.59,1023.61,1020.0,1020.06,244501.64558431492
2017-01-03 06:00:00,1020.06,1020.06,1009.89,1015.33,302413.2194782972
2017-01-03 07:00:00,1012.96,1014.31,1009.08,1014.31,155635.9610043117
2017-01-03 08:00:00,1014.07,1018.73,1012.06,1016.0,184119.446400527
2017-01-03 09:00:00,1016.0,1020.95,1015.15,1016.5,433804.7872046131
2017-01-03 10:00:00,1017.87,1022.51,1015.15,1020.24,310970.6288787384
2017-01-03 11:00:00,1020.28,1024.0,1020.0,1023.5,268558.1113203664
2017-01-03 12:00:00,1023.49,1026.5,1022.6,1023.75,544791.5909247205
2017-01-03 13:00:00,1023.75,1023.75,1019.97,1019.98,395391.2218338842
2017-01-03 14:00:00,1019.98,1020.0,1015.23,1017.96,180924.0750657889
2017-01-03 15:00:00,1017.96,1024.6,1015.24,1020.0,206769.4044196106
2017-01-03 16:00:00,1019.54,1020.99,1018.54,1020.98,270781.402298042
2017-01-03 17:00:00,1020.32,1020.98,1019.42,1019.88,36586.6636801043
2017-01-03 18:00:00,1019.88,1020.99,1019.51,1020.34,168175.8883965402
2017-01-03 19:00:00,1020.34,1021.48,1016.21,1016.73,773213.5515414359
2017-01-03 20:00:00,1016.73,1020.28,1016.19,1017.12,276426.3241898964
2017-01-03 21:00:00,1017.81,1021.5,1017.12,1021.46,367872.6523087014
2017-01-03 22:00:00,1021.42,1023.63,1019.04,1022.99,386263.2896030042
2017-01-03 23:00:00,1022.99,1039.0,1022.82,1035.24,1459118.0303377365
2017-01-04 00:00:00,1035.51,1038.5,1032.33,1032.33,295244.5841650823
2017-01-04 01:00:00,1032.04,1035.41,1028.56,1034.47,371244.7624381412
2017-01-04 02:00:00,1034.47,1041.0,1033.5,1037.65,641971.0238413734
2017-01-04 03:00:00,1036.86,1042.0,1036.67,1041.53,274566.7707678308
2017-01-04 04:00:00,1041.53,1046.0,1038.35,1042.64,329899.8292217749
2017-01-04 05:00:00,1042.64,1054.72,1041.24,1047.79,698662.7191818077
2017-01-04 06:00:00,1047.79,1049.99,1038.35,1046.17,407716.47972097987
2017-01-04 07:00:00,1047.04,1057.0,1047.03,1056.98,322122.3713282154
2017-01-04 08:00:00,1055.97,1057.0,1052.62,1055.69,447162.3330063916
2017-01-04 09:00:00,1055.7,1065.0,1053.03,1065.0,807932.913593973
2017-01-04 10:00:00,1065.0,1078.0,1062.91,1078.0,801167.0069282461
2017-01-04 11:00:00,1078.0,1089.19,1070.03,1081.93,1251884.1748613315
2017-01-04 12:00:00,1080.14,1090.47,1077.2,1088.97,947305.3119761674
2017-01-04 13:00:00,1088.5,1098.76,1082.41,1098.0,1471934.0347407097
2017-01-04 14:00:00,1094.99,1098.58,1059.73,1086.01,1718970.7951825673
2017-01-04 15:00:00,1085.09,1090.0,1083.73,1089.08,849309.878010848
2017-01-04 16:00:00,1088.89,1098.77,1085.66,1094.9,914528.5513072915
2017-01-04 17:00:00,1096.58,1129.9,1094.5,1129.8,2399735.9437073455
2017-01-04 18:00:00,1129.8,1139.89,1123.02,1134.81,1400354.8233887716
2017-01-04 19:00:00,1133.35,1135.0,1092.1,1115.45,2897266.764776544
2017-01-04 20:00:00,1115.45,1127.93,1092.05,1092.1,1374381.2927847328
2017-01-04 21:00:00,1092.05,1104.98,1078.0,1090.0,1159305.341620502
2017-01-04 22:00:00,1090.0,1129.8,1090.0,1127.98,1037850.2851380645
2017-01-04 23:00:00,1127.97,1130.82,1103.57,1114.92,655988.076855479
2017-01-05 00:00:00,1114.38,1114.92,1086.5,1088.62,427436.2369982669
2017-01-05 01:00:00,1088.6,1110.0,1086.5,1107.89,596761.3246039015
2017-01-05 02:00:00,1107.93,1117.87,1097.63,1102.12,418590.5668865483
2017-01-05 03:00:00,1102.12,1124.0,1102.12,1116.39,626463.7939383753
2017-01-05 04:00:00,1116.39,1119.22,1116.39,1118.05,204457.2804485149
2017-01-05 05:00:00,1118.05,1124.0,1110.0,1120.28,521206.53467320674
2017-01-05 06:00:00,1120.19,1120.48,1116.39,1117.96,212123.384527953
2017-01-05 07:00:00,1117.93,1117.94,1105.59,1109.84,192503.2277103714
2017-01-05 08:00:00,1109.01,1136.72,1105.6,1133.55,1466763.0184072733
2017-01-05 09:00:00,1133.55,1136.48,1050.0,1073.04,3221356.8259886284
2017-01-05 10:00:00,1073.02,1115.0,1070.02,1097.26,1500908.3717024797
